Protein_ID,Drug_ID,Binding_Affinity,Interaction_Score,Hydrophobicity_Index,Molecular_Weight,Toxicity_Potential,LogP,pH_Stability,Target_Specificity,ADR_Predicted,Charge_At_pH7,Half_Life_Hours,Bioavailability,Solubility,Metabolism_Rate,Plasma_Protein_Binding
P06489,D0153,0.502,0.526,0.405,625.43,0.724,0.19,6.95,0.846,0,-1.0,50.4,0.69,-1.52,4.29,0.544
P04198,D0760,0.908,0.423,-0.6,503.54,0.977,-1.05,6.69,0.737,1,-1.13,50.5,0.291,-6.26,2.93,0.875
P01020,D0522,0.861,0.779,0.395,459.49,0.402,3.19,6.98,0.453,1,-0.7,69.2,0.749,-1.27,2.42,0.326
P07553,D0118,0.918,0.58,-0.201,627.55,0.243,4.0,7.76,0.56,0,-1.07,61.6,0.151,-3.95,3.4,0.76
P02907,D0232,0.244,0.588,0.224,816.1,0.871,-2.94,4.07,0.401,0,-0.63,61.2,0.164,-1.44,4.82,0.601
P08133,D0486,0.827,0.74,0.165,647.0,0.841,2.87,6.92,0.758,1,0.67,65.0,0.632,-9.2,1.99,0.318
P00255,D0653,0.343,0.438,0.969,618.08,0.544,0.87,8.28,0.956,0,-0.81,45.4,0.225,-2.01,4.81,0.725
P00518,D0918,0.962,0.478,-0.873,708.84,0.267,4.86,5.84,0.747,0,-0.05,34.9,0.426,-3.47,4.2,0.279
P01314,D0312,0.261,0.647,-0.444,452.99,0.309,2.96,4.98,0.448,0,1.62,4.4,0.555,-0.79,2.37,0.409
P09343,D0329,0.332,0.423,0.18,163.02,0.489,2.48,4.59,0.129,0,1.65,29.0,0.683,-7.96,2.99,0.373
P03593,D0125,0.009,0.31,0.514,854.19,0.982,4.37,6.88,0.281,0,1.57,36.5,0.851,-3.92,1.42,0.021
P08868,D0527,0.922,0.594,0.788,379.71,0.111,3.73,5.8,0.569,0,-0.33,68.0,0.527,-3.03,2.57,0.074
P09611,D0755,0.614,0.584,-0.803,726.13,0.364,2.59,7.79,0.034,0,0.81,39.6,0.532,-9.62,4.25,0.099
P01088,D0215,0.312,0.407,-0.441,591.99,0.861,1.49,8.12,0.623,0,-0.81,43.3,0.752,-2.41,2.32,0.774
P09964,D0766,0.144,0.517,-0.773,670.66,0.962,4.21,8.49,0.307,0,0.96,45.9,0.823,-3.45,4.05,0.386
P03941,D0836,0.646,0.515,-0.854,763.35,0.051,5.5,4.04,0.198,0,1.83,66.4,0.118,-4.69,0.94,0.629
P02411,D0872,0.096,0.452,-0.962,519.43,0.589,0.41,8.07,0.562,0,1.41,29.0,0.118,-9.01,0.79,0.902
P06555,D0165,0.145,0.527,0.608,175.55,0.604,6.35,7.11,0.491,0,-1.15,66.0,0.564,-1.72,0.18,0.523
P01571,D0464,0.506,0.742,-0.687,872.45,0.505,5.62,5.61,0.411,0,0.06,42.3,0.466,-2.18,0.29,0.85
P05034,D0216,0.132,0.5,-0.224,752.17,0.043,1.6,5.67,0.287,0,1.41,5.0,0.501,-4.32,1.25,0.946
P03717,D0562,0.091,0.838,-0.976,631.77,0.318,-2.75,6.81,0.359,0,1.25,29.6,0.203,-7.8,4.68,0.195
P06981,D0150,0.694,0.51,0.66,816.53,0.44,6.44,4.02,0.235,0,-0.64,7.2,0.86,-5.57,4.93,0.813
P00649,D0543,0.461,0.4,-0.784,842.88,0.488,1.59,5.66,0.962,0,1.72,15.9,0.179,-4.01,0.44,0.734
P01359,D0994,0.05,0.81,-0.111,807.97,0.966,2.26,8.49,0.732,0,1.35,26.7,0.276,-4.72,3.23,0.92
P04107,D0864,0.048,0.37,-0.28,256.81,0.305,4.97,7.25,0.285,0,-1.79,69.3,0.229,-6.37,2.25,0.63
P01217,D0678,0.96,0.206,-0.492,696.62,0.059,-0.84,4.78,0.581,0,1.97,42.7,0.846,-7.05,3.68,0.734
P07276,D0286,0.054,0.627,-0.077,389.22,0.12,-1.05,8.16,0.257,0,0.65,70.8,0.179,-7.4,0.13,0.33
P06480,D0419,0.444,0.878,-0.921,181.77,0.353,4.57,7.64,0.058,0,1.12,22.8,0.841,-6.44,4.86,0.197
P01707,D0519,0.389,0.436,-0.271,359.16,0.778,0.19,4.32,0.326,0,-1.13,48.5,0.936,-5.47,2.84,0.437
P05158,D0604,0.503,0.52,0.077,640.97,0.607,3.23,8.82,0.135,0,1.97,39.9,0.515,-2.67,4.85,0.731
P06694,D0160,0.88,0.385,0.215,834.6,0.782,1.78,8.11,0.751,0,0.19,28.8,0.29,-9.84,4.28,0.577
P07120,D0759,0.676,0.489,0.096,668.08,0.918,-1.53,4.71,0.939,0,0.7,65.5,0.1,-1.27,1.02,0.243
P03766,D0794,0.778,0.377,-0.091,586.27,0.121,6.62,8.36,0.284,0,-0.06,34.4,0.053,-8.94,2.99,0.32
P04942,D0419,0.429,0.635,0.169,400.28,0.527,0.69,8.63,0.925,0,1.4,28.9,0.605,-8.14,1.46,0.847
P07951,D0919,0.565,0.693,-0.822,316.13,0.625,0.22,6.55,0.783,0,-0.99,18.2,0.057,-3.43,2.04,0.8
P06971,D0716,0.068,0.307,-0.381,563.67,0.417,6.23,5.45,0.738,0,-1.55,53.7,0.985,-9.54,3.73,0.656
P06396,D0610,0.072,0.692,0.933,512.86,0.453,-1.01,6.82,0.06,0,0.49,44.5,0.226,-0.75,4.79,0.639
P04816,D0539,0.87,0.372,0.914,663.88,0.084,-2.85,7.46,0.332,0,-1.89,18.2,0.953,-1.42,0.93,0.541
P03186,D0105,0.507,0.554,0.26,553.25,0.059,0.79,5.27,0.607,0,-1.84,59.3,0.828,-2.02,2.03,0.349
P04812,D0624,0.109,0.642,-0.001,461.9,0.043,5.11,5.4,0.888,0,-1.15,68.3,0.27,-8.39,1.8,0.573
P06045,D0905,0.075,0.474,-0.54,785.52,0.656,-2.73,7.85,0.317,0,-1.97,49.9,0.42,-6.95,3.32,0.261
P00855,D0826,0.92,0.321,-0.28,746.33,0.101,5.38,7.35,0.507,0,-1.71,31.0,0.989,-1.48,2.31,0.357
P00333,D0486,0.171,0.362,0.294,760.11,0.368,-0.74,5.77,0.636,0,-0.37,57.2,0.245,-5.28,4.13,0.975
P03841,D0255,0.432,0.641,0.625,218.33,0.917,4.13,5.85,0.163,1,-0.42,40.3,0.483,-4.75,0.29,0.687
P06667,D0537,0.783,0.667,0.655,261.89,0.168,1.56,7.66,0.461,0,0.29,3.0,0.646,-8.38,4.74,0.005
P01357,D0975,0.867,0.264,-0.723,300.31,0.473,-1.9,5.72,0.63,0,-0.97,47.5,0.709,0.26,4.96,0.434
P08687,D0863,0.864,0.723,0.01,832.43,0.729,1.5,5.54,0.123,1,-0.53,55.0,0.453,0.86,4.92,0.67
P04504,D0926,0.883,0.39,0.428,421.32,0.248,-0.58,7.83,0.203,0,0.91,21.5,0.232,-1.97,1.58,0.783
P00830,D0128,0.15,0.422,0.393,641.3,0.022,-0.11,6.09,0.092,0,-1.05,22.1,0.782,-1.96,1.24,0.656
P04547,D0647,0.428,0.568,0.947,181.77,0.778,4.98,7.96,0.613,0,-1.91,24.4,0.388,-7.99,0.52,0.947
P07197,D0740,0.66,0.178,-0.746,699.89,0.729,5.58,8.01,0.853,0,-1.2,49.2,0.918,-5.83,4.09,0.309
P04741,D0853,0.901,0.543,-0.077,722.3,0.98,2.71,8.77,0.415,1,-0.39,16.8,0.378,-6.59,4.5,0.921
P07319,D0747,0.428,0.483,-0.844,709.19,0.606,5.74,7.19,0.573,0,1.44,51.4,0.394,-8.37,1.78,0.61
P08431,D0064,0.621,0.592,0.141,182.6,0.309,3.84,7.53,0.943,0,0.94,9.1,0.754,-6.84,0.93,0.067
P00656,D0292,0.96,0.485,0.368,223.71,0.13,-0.34,6.14,0.96,0,0.55,37.5,0.321,-0.19,3.88,0.858
P05658,D0569,0.964,0.66,-0.85,706.95,0.099,5.54,7.05,0.581,0,-0.63,54.6,0.684,-6.37,1.9,0.659
P06811,D0206,0.667,0.377,0.067,620.14,0.638,-1.82,5.03,0.611,0,0.77,48.4,0.772,-7.05,3.48,0.008
P06061,D0544,0.503,0.594,0.945,423.03,0.349,1.4,7.29,0.528,0,0.31,45.2,0.359,-2.68,2.19,0.963
P02159,D0519,0.572,0.46,-0.929,565.76,0.832,1.17,8.55,0.334,0,0.78,53.0,0.111,-7.3,3.59,0.349
P07977,D0869,0.901,0.246,-0.644,152.72,0.125,2.29,4.91,0.192,0,1.99,9.6,0.71,-0.05,3.57,0.131
P03575,D0977,0.693,0.402,0.092,473.38,0.964,4.46,6.65,0.422,1,1.2,38.6,0.72,-7.88,4.26,0.004
P00298,D0611,0.241,0.519,0.425,275.28,0.06,-1.76,5.15,0.964,0,-0.17,59.5,0.792,0.36,3.44,0.736
P07051,D0252,0.195,0.492,0.649,874.49,0.782,4.15,4.41,0.489,0,1.85,32.1,0.256,-1.75,4.21,0.7
P02426,D0992,0.167,0.412,-0.404,387.7,0.778,1.62,4.42,0.368,0,-1.19,17.3,0.249,-3.31,1.27,0.884
P02562,D0429,0.597,0.376,-0.33,747.78,0.613,-0.31,5.1,0.655,0,0.54,7.5,0.418,-5.61,1.93,0.633
P09705,D0623,0.636,0.507,0.578,245.39,0.993,5.09,5.71,0.599,0,-0.68,60.9,0.841,-6.85,4.33,0.725
P06399,D0390,0.079,0.726,-0.158,285.07,0.005,1.99,5.1,0.459,0,-1.59,67.7,0.402,-2.88,3.66,0.954
P05221,D0959,0.747,0.48,0.752,673.54,0.465,4.97,7.95,0.604,0,1.9,45.5,0.66,-7.16,1.3,0.068
P04826,D0121,0.551,0.315,0.84,729.73,0.106,-0.39,4.37,0.675,0,-0.02,1.5,0.351,-1.79,1.51,0.971
P09819,D0179,0.299,0.908,0.702,824.06,0.515,5.42,4.21,0.779,0,-0.33,4.3,0.571,0.63,2.06,0.006
P08036,D0853,0.956,0.168,-0.832,670.8,0.196,-1.77,4.91,0.34,0,-1.41,13.2,0.012,-6.92,0.69,0.53
P09389,D0459,0.494,0.77,0.08,680.69,0.446,6.96,5.15,0.072,0,1.13,1.8,0.47,-4.76,4.16,0.243
P07863,D0611,0.477,0.523,0.892,324.45,0.038,4.55,7.33,0.947,0,-1.12,37.8,0.148,-5.32,0.93,0.108
P06930,D0386,0.442,0.458,0.927,859.44,0.453,3.6,4.03,0.297,0,-0.25,20.7,0.545,-4.87,4.41,0.229
P07724,D0830,0.56,0.441,0.052,684.57,0.667,0.41,8.57,0.552,0,-0.12,14.2,0.727,-5.37,1.89,0.918
P06783,D0481,0.048,0.469,-0.135,283.08,0.879,3.5,5.42,0.587,0,-1.32,29.6,0.265,-4.83,0.2,0.362
P07657,D0961,0.047,0.476,-0.623,636.72,0.927,6.01,4.52,0.092,0,1.13,12.5,0.575,-8.29,1.87,0.693
P01459,D0238,0.462,0.77,0.994,757.21,0.353,-0.72,8.77,0.723,0,1.26,42.8,0.23,-7.06,2.14,0.175
P09436,D0006,0.765,0.33,0.24,497.47,0.808,0.83,8.52,0.166,1,1.84,6.5,0.696,-0.86,0.39,0.649
P08511,D0069,0.519,0.475,-0.84,403.2,0.879,-1.82,4.43,0.75,0,0.01,18.8,0.722,-8.14,1.87,0.668
P05330,D0210,0.922,0.483,0.754,794.77,0.97,3.27,6.22,0.176,1,-0.41,7.4,0.249,-5.71,2.59,0.082
P08476,D0783,0.637,0.494,0.313,791.09,0.44,1.02,7.16,0.309,0,-0.56,64.7,0.309,-8.66,4.76,0.34
P00260,D0371,0.008,0.772,-0.337,738.95,0.82,5.2,7.93,0.331,0,1.77,23.3,0.281,-9.83,1.26,0.964
P02071,D0100,0.447,0.47,-0.63,303.68,0.26,-1.78,8.91,0.874,0,1.04,54.6,0.261,-2.24,1.57,0.496
P08506,D0297,0.552,0.368,0.33,569.98,0.767,-1.63,7.79,0.174,0,0.06,10.2,0.08,-5.49,0.27,0.883
P01099,D0849,0.016,0.804,-0.981,480.07,0.8,0.22,6.72,0.643,0,0.9,56.0,0.987,0.19,0.6,0.343
P02708,D0145,0.107,0.413,0.728,673.19,0.854,0.2,4.17,0.417,0,-0.24,35.4,0.934,-1.66,2.84,0.714
P01406,D0037,0.999,0.509,0.259,821.36,0.813,4.02,5.03,0.264,1,1.08,53.9,0.627,-0.53,4.81,0.361
P06718,D0811,0.676,0.394,-0.575,335.15,0.786,0.84,8.34,0.051,1,1.72,35.6,0.746,-6.31,4.81,0.532
P02040,D0509,0.676,0.452,0.39,382.53,0.683,2.51,5.97,0.762,0,-1.14,13.2,0.129,-2.89,1.85,1.0
P08760,D0406,0.57,0.606,-0.474,327.37,0.111,2.53,4.51,0.176,0,-0.52,10.2,0.73,-9.73,0.28,0.43
P01894,D0219,0.896,0.533,0.769,717.54,0.372,-0.66,7.98,0.981,0,0.6,16.7,0.755,-2.38,1.5,0.248
P05910,D0238,0.288,0.431,0.324,522.73,0.247,6.23,4.61,0.45,0,0.08,34.0,0.097,-5.59,3.07,0.667
P06174,D0709,0.853,0.529,0.773,507.24,0.433,-0.89,5.42,0.157,0,-0.06,36.1,0.799,-6.59,3.83,0.023
P03124,D0943,0.097,0.719,0.46,521.63,0.917,3.85,4.15,0.064,0,1.35,35.8,0.102,-0.13,3.93,0.324
P08511,D0678,0.975,0.379,-0.212,381.03,0.614,1.62,5.49,0.566,1,1.0,43.7,0.804,0.94,4.75,0.708
P05168,D0988,0.818,0.606,0.631,321.63,0.084,2.5,8.09,0.371,0,0.1,9.5,0.668,-2.78,2.4,0.401
P01766,D0884,0.002,0.309,0.633,752.63,0.299,3.97,6.22,0.559,0,-1.02,61.9,0.182,-6.75,1.2,0.798
P07413,D0111,0.06,0.371,0.942,622.25,0.852,6.59,5.04,0.829,0,1.1,62.3,0.746,-0.22,3.98,0.511
P06781,D0522,0.085,0.527,0.238,690.5,0.375,-2.99,6.4,0.711,0,-0.25,45.1,0.415,-0.91,0.1,0.102
P06386,D0219,0.684,0.436,0.374,374.35,0.007,4.2,4.02,0.827,0,1.68,59.3,0.904,0.11,2.62,0.799
P03882,D0621,0.684,0.745,-0.036,279.36,0.775,-1.42,7.5,0.183,1,-1.99,15.0,0.34,-6.32,0.37,0.961
P00131,D0932,0.081,0.629,-0.46,353.17,0.141,4.75,4.03,0.558,0,0.27,36.3,0.296,-7.52,1.27,0.072
P08606,D0920,0.448,0.642,-0.835,819.6,0.122,5.88,5.57,0.9,0,0.46,10.4,0.433,-4.34,4.97,0.981
P08663,D0731,0.238,0.806,0.509,402.62,0.617,2.37,4.91,0.013,0,-1.45,41.1,0.205,0.61,4.19,0.3
P05365,D0054,0.399,0.387,-0.061,197.98,0.569,1.68,8.73,0.396,0,0.03,70.8,0.177,-8.38,4.94,0.571
P01322,D0943,0.239,0.36,0.69,517.4,0.361,-2.53,4.62,0.125,0,-1.54,14.7,0.434,-3.4,1.9,0.079
P06816,D0028,0.416,0.554,-0.136,396.81,0.208,5.47,7.06,0.805,0,-0.4,14.6,0.599,-8.93,0.59,0.819
P02404,D0929,0.642,0.519,0.885,509.53,0.104,6.16,5.86,0.147,0,0.71,58.7,0.505,-6.6,4.69,0.441
P09174,D0961,0.154,0.523,-0.257,667.01,0.122,4.18,7.61,0.846,0,0.73,29.7,0.754,-8.39,1.74,0.427
P02847,D0120,0.218,0.439,-0.128,866.27,0.736,-0.59,5.68,0.784,0,-0.08,19.9,0.916,-8.88,1.16,0.941
P01051,D0477,0.357,0.375,0.315,734.25,0.9,-0.57,4.53,0.751,0,1.31,15.6,0.811,0.86,2.28,0.393
P00845,D0174,0.98,0.47,-0.365,521.0,0.562,5.96,4.2,0.594,0,0.31,41.6,0.248,-8.49,1.2,0.697
P04590,D0656,0.636,0.416,0.255,729.99,0.646,-2.48,8.95,0.716,0,0.41,38.4,0.458,-7.46,4.18,0.95
P03228,D0683,0.915,0.667,-0.974,329.6,0.973,-2.17,8.82,0.608,1,-1.3,66.2,0.358,-7.88,1.72,0.939
P03974,D0042,0.856,0.503,-0.511,770.4,0.016,3.14,5.08,0.17,0,-0.13,34.8,0.195,-0.26,2.07,0.822
P09381,D0083,0.559,0.668,-0.533,563.76,0.156,2.03,4.44,0.318,0,-1.8,42.6,0.955,-5.76,1.96,0.935
P04594,D0198,0.276,0.359,-0.778,759.22,0.47,-2.66,7.04,0.328,0,-0.97,35.3,0.09,-9.27,3.4,0.392
P03619,D0290,0.257,0.513,0.851,579.85,0.088,5.91,7.45,0.422,0,-1.18,61.7,0.078,-4.22,1.55,0.605
P04993,D0198,0.569,0.402,0.968,398.69,0.262,0.12,7.67,0.598,0,-0.5,9.7,0.949,-8.18,4.8,0.466
P06807,D0314,0.557,0.464,-0.919,231.78,0.388,-0.34,8.56,0.147,0,-0.11,31.8,0.262,-2.54,4.2,0.498
P05114,D0117,0.56,0.647,-0.111,498.97,0.706,5.88,5.27,0.953,0,-1.09,62.6,0.295,-5.28,4.82,0.707
P05726,D0522,0.367,0.723,-0.668,702.83,0.132,3.31,5.11,0.084,0,-1.76,3.7,0.688,-3.56,2.38,0.05
P07650,D0804,0.708,0.704,0.659,372.37,0.602,1.01,4.37,0.515,0,-0.61,54.5,0.196,0.44,1.58,0.883
P06311,D0243,0.408,0.368,-0.705,372.13,0.052,1.19,4.75,0.039,0,-1.6,19.5,0.377,-3.1,0.89,0.952
P09826,D0544,0.351,0.613,-0.632,726.51,0.447,2.0,7.25,0.281,0,-1.45,56.2,0.074,-9.25,0.53,0.325
P09584,D0377,0.505,0.376,0.47,290.04,0.099,1.7,6.43,0.547,0,1.23,43.0,0.612,-1.35,1.08,0.424
P02461,D0363,0.895,0.618,-0.822,455.18,0.498,-2.21,7.59,0.644,0,-0.34,29.8,0.41,-1.12,3.4,0.922
P09419,D0265,0.706,0.33,0.899,613.75,0.416,6.4,7.11,0.446,0,-0.61,56.7,0.226,-0.18,0.54,0.255
P02441,D0847,0.814,0.549,0.466,427.31,0.38,-1.2,7.53,0.633,0,-1.74,18.1,0.667,-5.81,3.23,0.911
P00679,D0999,0.534,0.365,0.954,873.27,0.812,-2.25,6.65,0.535,0,-0.42,29.7,0.231,-7.55,4.61,0.827
P07887,D0018,0.544,0.65,-0.106,839.63,0.516,-2.21,8.74,0.221,0,0.24,9.9,0.687,-3.91,1.02,0.939
P03590,D0061,0.86,0.353,-0.537,861.73,0.272,3.26,7.37,0.335,0,-0.68,13.9,0.484,-3.13,3.71,0.218
P00949,D0778,0.146,0.565,0.872,886.71,0.813,5.8,7.53,0.011,0,0.25,37.1,0.985,-4.18,3.13,0.737
P00423,D0969,0.962,0.598,0.015,880.09,0.521,3.78,8.42,0.017,1,2.0,18.3,0.096,-1.78,3.22,0.292
P09540,D0208,0.52,0.417,0.9,387.1,0.976,0.52,7.05,0.395,0,-0.35,11.3,0.029,-4.44,3.65,0.784
P07473,D0813,0.326,0.435,0.907,545.69,0.495,2.33,5.14,0.452,0,0.25,31.9,0.189,0.6,3.42,0.796
P09416,D0069,0.315,0.547,0.599,737.83,0.825,-0.36,6.13,0.835,0,-1.26,13.4,0.899,-5.83,0.16,0.111
P09026,D0051,0.042,0.635,-0.548,689.72,0.001,-1.92,7.63,0.03,0,0.76,63.5,0.964,-8.74,1.41,0.051
P09316,D0042,0.288,0.748,-0.532,346.72,0.251,-2.1,8.63,0.149,0,-1.96,64.0,0.739,-4.97,4.63,0.393
P01236,D0858,0.428,0.639,0.293,422.49,0.03,3.88,6.4,0.442,0,-1.27,65.5,0.834,-6.72,0.21,0.831
P01235,D0508,0.701,0.663,-0.046,853.46,0.548,1.22,5.12,0.194,1,-0.54,69.3,0.114,-8.31,2.27,0.188
P05664,D0430,0.279,0.576,-0.167,850.1,0.473,3.28,5.57,0.817,0,1.0,18.5,0.348,-3.94,0.27,0.574
P04218,D0308,0.658,0.477,-0.592,694.45,0.758,3.75,6.13,0.71,0,0.92,41.2,0.701,-5.9,4.55,0.095
P01834,D0512,0.601,0.572,-0.556,154.88,0.113,6.57,7.65,0.959,0,1.53,22.0,0.428,-7.86,4.57,0.123
P00117,D0809,0.447,0.501,-0.27,537.15,0.83,0.57,4.53,0.204,0,1.87,13.4,0.337,-3.59,4.35,0.636
P01176,D0682,0.01,0.58,0.263,307.3,0.072,-1.01,4.24,0.348,0,-1.22,20.3,0.306,-2.2,4.72,0.703
P04732,D0068,0.589,0.153,-0.916,731.1,0.845,-1.71,8.99,0.332,0,1.8,24.0,0.047,-7.89,4.54,0.247
P07026,D0595,0.11,0.725,-0.218,210.91,0.551,-2.81,5.76,0.445,0,-1.03,33.6,0.211,-0.05,0.2,0.699
P05731,D0379,0.013,0.799,0.495,755.85,0.091,-1.47,5.28,0.113,0,0.48,11.6,0.653,-3.78,2.68,0.121
P02888,D0425,0.1,0.311,-0.158,379.48,0.031,3.92,7.14,0.745,0,-1.35,6.3,0.132,-8.99,3.11,0.533
P04535,D0126,0.192,0.643,0.194,428.67,0.798,1.29,8.66,0.041,0,-1.91,28.6,0.156,-4.73,3.65,0.411
P02085,D0911,0.486,0.668,-0.799,670.56,0.317,5.75,6.2,0.67,0,-0.74,41.5,0.698,-2.45,3.33,0.412
P05882,D0799,0.753,0.528,0.878,321.95,0.945,-2.87,8.05,0.517,1,-1.11,58.8,0.163,-9.82,3.49,0.045
P08082,D0521,0.944,0.2,-0.722,781.67,0.988,6.31,5.38,0.85,1,-0.63,36.3,0.225,-9.06,3.25,0.143
P05356,D0907,0.285,0.458,0.298,847.56,0.802,-2.48,6.68,0.301,0,-0.88,50.5,0.075,-1.87,0.85,0.873
P00540,D0551,0.559,0.398,-0.667,891.13,0.762,6.81,6.75,0.372,0,-1.54,62.2,0.638,-7.06,2.82,0.974
P09661,D0574,0.995,0.725,0.968,669.59,0.716,-1.96,5.18,0.278,1,-1.17,49.0,0.783,-6.08,2.31,0.203
P01721,D0565,0.587,0.498,0.266,570.68,0.199,-0.93,6.86,0.244,0,-1.65,13.8,0.581,-6.5,4.97,0.789
P03948,D0349,0.59,0.548,0.041,818.41,0.154,4.24,6.88,0.523,0,0.12,46.5,0.255,-6.23,3.29,0.964
P00756,D0231,0.163,0.625,0.691,362.62,0.404,0.88,6.89,0.362,0,1.31,70.6,0.705,-4.19,4.42,0.433
P02404,D0236,0.313,0.476,-0.658,549.61,0.945,6.34,6.01,0.632,0,0.29,59.0,0.519,-8.9,0.7,0.771
P03560,D0655,0.19,0.401,-0.151,312.86,0.033,-1.87,7.18,0.852,0,-0.7,39.8,0.138,-0.9,1.61,0.621
P04055,D0357,0.926,0.629,0.955,394.39,0.821,4.34,5.7,0.422,1,1.39,63.9,0.185,-6.58,3.86,0.226
P08874,D0066,0.464,0.544,0.014,676.75,0.412,2.43,5.96,0.29,0,-1.39,4.8,0.048,-1.82,3.83,0.607
P09877,D0023,0.358,0.467,0.258,223.04,0.032,5.58,4.21,0.478,0,1.3,56.4,0.034,-2.91,0.83,0.653
P03596,D0265,0.733,0.419,-0.864,514.42,0.178,-1.88,8.78,0.734,0,0.47,46.1,0.168,-2.03,2.95,0.968
P04937,D0781,0.347,0.161,-0.856,781.06,0.981,6.03,7.59,0.653,0,-1.2,13.9,0.693,-3.58,1.35,0.128
P06002,D0815,0.868,0.703,-0.877,521.92,0.815,-2.64,7.7,0.115,1,-1.17,56.4,0.308,-5.39,3.14,0.844
P02119,D0570,0.676,0.654,-0.019,330.71,0.828,5.82,7.93,0.206,1,-1.76,67.4,0.403,-9.38,0.8,0.393
P02374,D0567,0.044,0.795,0.438,416.6,0.549,6.55,7.59,0.336,0,1.54,54.6,0.756,-5.21,2.06,0.848
P04716,D0690,0.56,0.704,-0.351,584.26,0.039,-2.03,8.34,0.599,0,1.01,50.7,0.128,-9.88,1.28,0.159
P08626,D0142,0.822,0.646,0.15,616.93,0.818,0.63,4.11,0.698,1,1.73,54.2,0.543,-10.0,2.39,0.392
P02069,D0485,0.941,0.558,0.154,156.1,0.473,5.64,4.52,0.721,0,-1.09,9.0,0.882,-7.27,1.86,0.77
P02932,D0341,0.303,0.397,-0.683,284.29,0.715,0.45,6.1,0.981,0,-1.82,64.4,0.838,-1.35,4.21,0.31
P09659,D0018,0.292,0.605,0.502,668.81,0.746,-0.62,8.31,0.072,0,-0.02,45.4,0.356,-7.39,4.08,0.332
P02202,D0636,0.546,0.503,0.093,212.37,0.04,-1.08,5.45,0.36,0,-0.74,21.4,0.388,-2.07,4.08,0.946
P08340,D0770,0.017,0.715,-0.76,788.24,0.225,3.34,7.74,0.267,0,-0.34,6.3,0.495,-3.93,1.0,0.125
P01716,D0019,0.295,0.517,0.895,379.07,0.833,-1.29,5.34,0.025,0,-0.14,55.0,0.566,-2.05,1.8,0.527
P06257,D0034,0.766,0.503,-0.507,740.8,0.491,-1.59,8.99,0.997,0,1.17,47.6,0.62,-8.58,1.84,0.563
P03912,D0704,0.863,0.369,-0.174,781.24,0.032,-1.45,8.21,0.452,0,0.87,48.2,0.136,-7.39,4.58,0.524
P02905,D0151,0.393,0.694,0.889,853.78,0.959,3.67,6.31,0.429,0,1.12,33.8,0.596,-2.53,2.45,0.456
P04500,D0661,0.916,0.373,-0.335,681.59,0.618,5.25,8.44,0.532,0,-1.09,62.1,0.5,-1.32,1.95,0.73
P00278,D0164,0.283,0.598,-0.63,796.34,0.399,5.53,7.03,0.727,0,-1.83,65.0,0.016,-3.66,2.28,0.967
P04666,D0625,0.039,0.703,0.965,354.57,0.901,4.64,4.65,0.916,0,1.51,41.0,0.301,-9.76,3.68,0.121
P06699,D0471,0.165,0.509,0.991,161.73,0.132,0.37,7.29,0.67,0,-0.51,57.1,0.553,0.52,1.06,0.301
P01891,D0937,0.867,0.544,0.376,659.61,0.975,-2.42,6.58,0.85,1,-0.66,57.0,0.823,-1.7,4.14,0.397
P05644,D0580,0.968,0.288,0.788,342.05,0.26,3.71,5.01,0.032,1,0.95,49.2,0.264,0.87,4.93,0.458
P01323,D0574,0.607,0.299,0.998,712.31,0.561,5.26,4.4,0.202,0,-1.51,28.8,0.046,-4.93,4.36,0.86
P04851,D0091,0.73,0.326,-0.707,431.42,0.818,4.52,8.42,0.484,0,-0.52,28.8,0.679,-9.91,4.35,0.71
P02603,D0371,0.835,0.63,0.684,726.1,0.266,5.52,5.92,0.845,0,-0.17,16.3,0.006,-7.34,0.82,0.941
P05620,D0057,0.191,0.355,-0.907,721.35,0.291,3.07,8.43,0.504,0,1.95,3.6,0.987,-9.12,3.22,0.362
P03632,D0683,0.55,0.637,0.288,481.2,0.591,5.26,7.72,0.417,0,1.08,26.8,0.142,0.05,3.17,0.429
P04188,D0534,0.938,0.313,0.248,794.62,0.074,2.69,4.15,0.422,0,1.45,47.8,0.449,-3.08,3.47,0.348
P05512,D0180,0.356,0.485,-0.026,501.92,0.758,-2.82,8.07,0.005,0,1.28,29.7,0.155,-4.16,4.23,0.098
P07016,D0141,0.991,0.41,0.151,869.21,0.309,-0.65,5.16,0.217,0,-0.86,45.6,0.463,-6.55,1.59,0.481
P04284,D0978,0.706,0.453,-0.444,179.92,0.956,2.18,6.09,0.006,1,-1.31,59.6,0.63,-7.43,2.16,0.595
P00503,D0452,0.672,0.698,-0.985,556.53,0.289,-1.73,5.78,0.834,0,1.76,40.1,0.968,-1.69,4.21,0.48
P08961,D0697,0.029,0.181,-0.624,163.95,0.941,3.18,4.07,0.777,0,-1.75,29.6,0.234,-7.14,4.35,0.826
P03809,D0422,0.01,0.731,0.868,386.5,0.113,-2.63,8.27,0.047,0,0.28,3.5,0.502,-3.07,2.73,0.302
P04161,D0597,0.158,0.569,-0.457,496.46,0.401,1.24,7.53,0.032,0,-0.66,28.5,0.254,-5.41,1.73,0.902
P07462,D0310,0.933,0.321,0.426,278.09,0.65,4.15,6.34,0.594,0,0.89,44.6,0.133,-3.3,3.2,0.187
